Tipo cambio de compra y de venta del dólar de los Estados Unidos de América
Referencia del Banco Central de Costa Rica, en colones costarricenses


Fecha;Tipo cambio compra;Tipo cambio venta
2024-09-13;514.75000000;520.50000000
2024-09-14;514.79000000;522.64000000
2024-09-15;514.79000000;522.64000000
2024-09-16;514.79000000;522.64000000
2024-09-17;514.21000000;519.79000000
2024-09-18;514.96000000;520.29000000
2024-09-19;515.21000000;521.68000000
2024-09-20;515.66000000;522.13000000
2024-09-21;515.85000000;521.31000000
2024-09-22;515.85000000;521.31000000
2024-09-23;515.85000000;521.31000000
2024-09-24;516.50000000;521.75000000
2024-09-25;514.54000000;521.28000000
2024-09-26;516.64000000;521.12000000
2024-09-27;516.65000000;521.44000000
2024-09-28;516.86000000;522.87000000
2024-09-29;516.86000000;522.87000000
2024-09-30;516.86000000;522.87000000
2024-10-01;515.05000000;521.69000000
2024-10-02;512.68000000;520.71000000
2024-10-03;516.23000000;520.58000000
2024-10-04;515.56000000;521.89000000
2024-10-05;517.71000000;522.37000000
2024-10-06;517.71000000;522.37000000
2024-10-07;517.71000000;522.37000000
2024-10-08;515.16000000;521.50000000
2024-10-09;513.26000000;519.38000000
2024-10-10;513.71000000;519.17000000
2024-10-11;514.27000000;518.80000000
2024-10-12;512.34000000;517.94000000
2024-10-13;512.34000000;517.94000000
2024-10-14;512.34000000;517.94000000
2024-10-15;511.11000000;517.75000000
2024-10-16;511.20000000;518.06000000
2024-10-17;511.58000000;517.31000000
2024-10-18;510.85000000;517.00000000
2024-10-19;511.15000000;517.26000000
2024-10-20;511.15000000;517.26000000
2024-10-21;511.15000000;517.26000000
2024-10-22;513.20000000;517.44000000
2024-10-23;512.44000000;518.80000000
2024-10-24;512.18000000;518.21000000
2024-10-25;513.13000000;517.00000000
2024-10-26;510.08000000;517.48000000
2024-10-27;510.08000000;517.48000000
2024-10-28;510.08000000;517.48000000
2024-10-29;510.23000000;516.56000000
2024-10-30;509.29000000;515.51000000
2024-10-31;509.26000000;515.61000000
2024-11-01;510.14000000;515.48000000
2024-11-02;508.27000000;516.36000000
2024-11-03;508.27000000;516.36000000
2024-11-04;508.27000000;516.36000000
2024-11-05;509.62000000;515.05000000
2024-11-06;508.74000000;514.36000000
2024-11-07;508.42000000;513.47000000
2024-11-08;509.07000000;514.56000000
2024-11-09;508.67000000;516.40000000
2024-11-10;508.67000000;516.40000000
2024-11-11;508.67000000;516.40000000
2024-11-12;507.32000000;514.76000000
2024-11-13;507.76000000;513.45000000
2024-11-14;505.84000000;512.27000000
2024-11-15;506.21000000;511.85000000
2024-11-16;505.41000000;511.52000000
2024-11-17;505.41000000;511.52000000
2024-11-18;505.41000000;511.52000000
2024-11-19;505.57000000;511.03000000
2024-11-20;505.25000000;510.38000000
2024-11-21;506.29000000;511.54000000
2024-11-22;507.96000000;513.54000000
2024-11-23;507.90000000;513.78000000
2024-11-24;507.90000000;513.78000000
2024-11-25;507.90000000;513.78000000
2024-11-26;507.64000000;512.33000000
2024-11-27;507.65000000;513.42000000
2024-11-28;506.55000000;513.17000000
2024-11-29;504.56000000;511.86000000
2024-11-30;504.56000000;511.54000000
2024-12-01;504.56000000;511.54000000
2024-12-02;504.56000000;511.54000000
2024-12-03;504.05000000;510.71000000
2024-12-04;503.90000000;508.35000000
2024-12-05;504.10000000;508.64000000
2024-12-06;500.66000000;507.09000000
2024-12-07;501.77000000;507.78000000
2024-12-08;501.77000000;507.78000000
2024-12-09;501.77000000;507.78000000
2024-12-10;498.71000000;506.59000000
2024-12-11;500.65000000;506.75000000
2024-12-12;501.02000000;506.69000000
2024-12-13;501.82000000;507.66000000
2024-12-14;500.27000000;507.33000000
2024-12-15;500.27000000;507.33000000
2024-12-16;500.27000000;507.33000000
2024-12-17;500.21000000;505.79000000
2024-12-18;499.84000000;506.35000000
2024-12-19;501.48000000;507.50000000
2024-12-20;504.20000000;510.32000000
2024-12-21;504.67000000;509.95000000
2024-12-22;504.67000000;509.95000000
2024-12-23;504.67000000;509.95000000
2024-12-24;503.72000000;509.57000000
2024-12-25;503.63000000;510.05000000
2024-12-26;503.63000000;510.05000000
2024-12-27;504.65000000;511.90000000
2024-12-28;506.00000000;512.75000000
2024-12-29;506.00000000;512.75000000
2024-12-30;506.00000000;512.75000000
2024-12-31;506.66000000;512.73000000
2025-01-01;506.66000000;512.73000000
2025-01-02;506.66000000;512.73000000
2025-01-03;506.98000000;513.23000000
2025-01-04;505.06000000;511.93000000
2025-01-05;505.06000000;511.93000000
2025-01-06;505.06000000;511.93000000
2025-01-07;505.59000000;510.95000000
2025-01-08;504.39000000;509.63000000
2025-01-09;503.03000000;508.45000000
2025-01-10;502.21000000;507.37000000
2025-01-11;500.91000000;507.18000000
2025-01-12;500.91000000;507.18000000
2025-01-13;500.91000000;507.18000000
2025-01-14;499.42000000;506.96000000
2025-01-15;498.85000000;505.00000000
2025-01-16;498.21000000;504.27000000
2025-01-17;498.66000000;505.52000000
2025-01-18;499.30000000;506.23000000
2025-01-19;499.30000000;506.23000000
2025-01-20;499.30000000;506.23000000
2025-01-21;499.82000000;506.58000000
2025-01-22;501.55000000;506.87000000
2025-01-23;501.52000000;507.25000000
2025-01-24;502.36000000;507.52000000
2025-01-25;503.83000000;509.42000000
2025-01-26;503.83000000;509.42000000
2025-01-27;503.83000000;509.42000000
2025-01-28;504.21000000;510.37000000
2025-01-29;504.33000000;509.26000000
2025-01-30;501.39000000;509.28000000
2025-01-31;506.41000000;510.66000000
2025-02-01;502.98000000;511.38000000
2025-02-02;502.98000000;511.38000000
2025-02-03;502.98000000;511.38000000
2025-02-04;504.34000000;510.99000000
2025-02-05;505.82000000;511.14000000
2025-02-06;506.63000000;511.48000000
2025-02-07;506.35000000;511.34000000
2025-02-08;505.73000000;511.67000000
2025-02-09;505.73000000;511.67000000
2025-02-10;505.73000000;511.67000000
2025-02-11;502.98000000;510.76000000
2025-02-12;503.99000000;510.14000000
2025-02-13;503.96000000;509.92000000
2025-02-14;503.07000000;508.98000000
2025-02-15;503.51000000;509.50000000
2025-02-16;503.51000000;509.50000000
2025-02-17;503.51000000;509.50000000
2025-02-18;502.74000000;508.18000000
2025-02-19;503.24000000;508.54000000
2025-02-20;502.02000000;507.83000000
2025-02-21;503.26000000;508.61000000
2025-02-22;503.90000000;508.90000000
2025-02-23;503.90000000;508.90000000
2025-02-24;503.90000000;508.90000000
2025-02-25;502.66000000;508.42000000
2025-02-26;503.06000000;509.18000000
2025-02-27;504.39000000;509.28000000
2025-02-28;502.97000000;508.72000000
2025-03-01;500.38000000;508.15000000
2025-03-02;500.38000000;508.15000000
2025-03-03;500.38000000;508.15000000
2025-03-04;499.26000000;506.27000000
2025-03-05;501.16000000;507.54000000
2025-03-06;502.56000000;508.52000000
2025-03-07;501.64000000;507.42000000
2025-03-08;499.65000000;508.44000000
2025-03-09;499.65000000;508.44000000
2025-03-10;499.65000000;508.44000000
2025-03-11;499.06000000;506.04000000
2025-03-12;496.40000000;503.71000000
2025-03-13;496.52000000;502.55000000
2025-03-14;496.32000000;502.07000000
2025-03-15;495.64000000;501.96000000
2025-03-16;495.64000000;501.96000000
2025-03-17;495.64000000;501.96000000
2025-03-18;495.85000000;501.60000000
2025-03-19;495.26000000;501.68000000
2025-03-20;496.76000000;501.74000000
2025-03-21;496.93000000;503.04000000
2025-03-22;497.49000000;502.76000000
2025-03-23;497.49000000;502.76000000
2025-03-24;497.49000000;502.76000000
2025-03-25;495.47000000;501.79000000
2025-03-26;496.38000000;501.15000000
2025-03-27;496.66000000;501.88000000
2025-03-28;497.33000000;502.95000000
2025-03-29;497.07000000;504.21000000
2025-03-30;497.07000000;504.21000000
2025-03-31;497.07000000;504.21000000
2025-04-01;496.27000000;504.07000000
2025-04-02;499.01000000;505.82000000
2025-04-03;501.38000000;506.30000000
2025-04-04;503.42000000;508.27000000
2025-04-05;503.88000000;510.91000000
2025-04-06;503.88000000;510.91000000
2025-04-07;503.88000000;510.91000000
2025-04-08;506.81000000;511.19000000
2025-04-09;505.26000000;512.14000000
2025-04-10;505.27000000;512.07000000
2025-04-11;503.43000000;510.17000000
2025-04-12;503.43000000;510.17000000
2025-04-13;503.43000000;510.17000000
2025-04-14;503.43000000;510.17000000
2025-04-15;502.36000000;508.21000000
2025-04-16;499.18000000;506.74000000
2025-04-17;498.68000000;506.48000000
2025-04-18;498.68000000;506.48000000
2025-04-19;498.68000000;506.48000000
2025-04-20;498.68000000;506.48000000
2025-04-21;498.68000000;506.48000000
2025-04-22;500.30000000;505.22000000
2025-04-23;500.11000000;505.68000000
2025-04-24;500.84000000;507.34000000
2025-04-25;503.90000000;508.52000000
2025-04-26;502.50000000;508.96000000
2025-04-27;502.50000000;508.96000000
2025-04-28;502.50000000;508.96000000
2025-04-29;502.60000000;508.40000000
2025-04-30;502.24000000;508.00000000
2025-05-01;502.68000000;508.67000000
2025-05-02;502.68000000;508.67000000
2025-05-03;501.95000000;509.57000000
2025-05-04;501.95000000;509.57000000
2025-05-05;501.95000000;509.57000000
2025-05-06;502.99000000;508.82000000
2025-05-07;505.16000000;510.43000000
2025-05-08;505.65000000;510.86000000
2025-05-09;506.00000000;510.60000000
2025-05-10;501.96000000;510.76000000
2025-05-11;501.96000000;510.76000000
2025-05-12;501.96000000;510.76000000
2025-05-13;503.50000000;509.64000000
2025-05-14;502.75000000;508.35000000
2025-05-15;502.10000000;507.48000000
2025-05-16;499.93000000;506.43000000
2025-05-17;499.87000000;506.41000000
2025-05-18;499.87000000;506.41000000
2025-05-19;499.87000000;506.41000000
2025-05-20;499.63000000;505.96000000
2025-05-21;502.58000000;507.18000000
2025-05-22;504.30000000;509.05000000
2025-05-23;506.81000000;510.58000000
2025-05-24;504.94000000;511.06000000
2025-05-25;504.94000000;511.06000000
2025-05-26;504.94000000;511.06000000
2025-05-27;504.02000000;510.92000000
2025-05-28;506.74000000;511.07000000
2025-05-29;505.51000000;511.22000000
2025-05-30;504.25000000;509.90000000
2025-05-31;502.81000000;509.94000000
2025-06-01;502.81000000;509.94000000
2025-06-02;502.81000000;509.94000000
2025-06-03;502.91000000;509.33000000
2025-06-04;505.69000000;510.67000000
2025-06-05;504.44000000;512.02000000
2025-06-06;507.20000000;511.84000000
2025-06-07;505.57000000;510.68000000
2025-06-08;505.57000000;510.68000000
2025-06-09;505.57000000;510.68000000
2025-06-10;503.01000000;509.32000000
2025-06-11;501.40000000;508.46000000
2025-06-12;500.61000000;505.81000000
2025-06-13;499.85000000;505.64000000
2025-06-14;499.22000000;505.28000000
2025-06-15;499.22000000;505.28000000
2025-06-16;499.22000000;505.28000000
2025-06-17;499.75000000;505.40000000
2025-06-18;500.36000000;506.27000000
2025-06-19;502.88000000;507.95000000
2025-06-20;503.34000000;509.20000000
2025-06-21;504.76000000;510.37000000
2025-06-22;504.76000000;510.37000000
2025-06-23;504.76000000;510.37000000
2025-06-24;504.47000000;510.35000000
2025-06-25;503.34000000;508.20000000
2025-06-26;503.57000000;507.19000000
2025-06-27;502.01000000;507.73000000
2025-06-28;502.00000000;508.28000000
2025-06-29;502.00000000;508.28000000
2025-06-30;502.00000000;508.28000000
2025-07-01;502.25000000;508.85000000
2025-07-02;502.42000000;507.92000000
2025-07-03;502.65000000;507.60000000
2025-07-04;501.94000000;507.31000000
2025-07-05;501.13000000;508.24000000
2025-07-06;501.13000000;508.24000000
2025-07-07;501.13000000;508.24000000
2025-07-08;501.88000000;506.68000000
2025-07-09;500.20000000;505.82000000
2025-07-10;500.42000000;506.64000000
2025-07-11;501.73000000;508.03000000
2025-07-12;501.77000000;507.22000000
2025-07-13;501.77000000;507.22000000
2025-07-14;501.77000000;507.22000000
2025-07-15;499.43000000;505.78000000
2025-07-16;500.26000000;505.22000000
2025-07-17;500.23000000;506.27000000
2025-07-18;500.87000000;506.17000000
2025-07-19;499.51000000;506.08000000
2025-07-20;499.51000000;506.08000000
2025-07-21;499.51000000;506.08000000
2025-07-22;500.17000000;506.11000000
2025-07-23;502.95000000;506.40000000
2025-07-24;501.78000000;507.83000000
2025-07-25;505.06000000;507.78000000
2025-07-26;505.06000000;507.78000000
2025-07-27;505.06000000;507.78000000
2025-07-28;505.06000000;507.78000000
2025-07-29;502.11000000;508.75000000
2025-07-30;503.26000000;508.81000000
2025-07-31;502.69000000;508.35000000
2025-08-01;502.67000000;508.57000000
2025-08-02;502.36000000;509.73000000
2025-08-03;502.36000000;509.73000000
2025-08-04;502.36000000;509.73000000
2025-08-05;501.52000000;509.03000000
2025-08-06;501.86000000;508.86000000
2025-08-07;505.30000000;509.54000000
2025-08-08;504.06000000;509.47000000
2025-08-09;502.37000000;508.87000000
2025-08-10;502.37000000;508.87000000
2025-08-11;502.37000000;508.87000000
2025-08-12;499.80000000;508.07000000
2025-08-13;502.71000000;507.49000000
2025-08-14;501.85000000;507.08000000
2025-08-15;499.98000000;506.21000000
2025-08-16;499.98000000;506.21000000
2025-08-17;499.98000000;506.21000000
2025-08-18;499.98000000;506.21000000
2025-08-19;500.69000000;505.90000000
2025-08-20;500.74000000;506.88000000
2025-08-21;502.14000000;506.47000000
2025-08-22;500.05000000;505.01000000
2025-08-23;499.14000000;505.72000000
2025-08-24;499.14000000;505.72000000
2025-08-25;499.14000000;505.72000000
2025-08-26;500.49000000;506.84000000
2025-08-27;503.72000000;507.88000000
2025-08-28;503.13000000;508.18000000
2025-08-29;502.78000000;508.23000000
2025-08-30;502.99000000;509.25000000
2025-08-31;502.99000000;509.25000000
2025-09-01;502.99000000;509.25000000
2025-09-02;501.66000000;509.04000000
2025-09-03;505.44000000;510.27000000
2025-09-04;505.64000000;510.01000000
2025-09-05;505.54000000;509.85000000
2025-09-06;503.19000000;509.60000000
2025-09-07;503.19000000;509.60000000
2025-09-08;503.19000000;509.60000000
2025-09-09;502.46000000;508.70000000
2025-09-10;499.83000000;507.03000000
2025-09-11;502.15000000;507.47000000
2025-09-12;501.17000000;506.60000000
2025-09-13;500.32000000;506.98000000
2025-09-14;500.32000000;506.98000000
2025-09-15;500.32000000;506.98000000
2025-09-16;500.32000000;506.98000000
2025-09-17;500.05000000;506.53000000
2025-09-18;500.99000000;506.26000000
2025-09-19;500.15000000;506.21000000
2025-09-20;500.51000000;506.52000000
2025-09-21;500.51000000;506.52000000
2025-09-22;500.51000000;506.52000000
2025-09-23;500.43000000;506.39000000
2025-09-24;502.00000000;506.42000000
2025-09-25;502.62000000;507.52000000
2025-09-26;502.76000000;506.38000000
2025-09-27;499.99000000;506.33000000
2025-09-28;499.99000000;506.33000000
2025-09-29;499.99000000;506.33000000
2025-09-30;498.65000000;506.00000000
2025-10-01;500.27000000;506.87000000
2025-10-02;501.20000000;506.56000000
2025-10-03;501.02000000;507.65000000
2025-10-04;500.57000000;507.98000000
2025-10-05;500.57000000;507.98000000
2025-10-06;500.57000000;507.98000000
2025-10-07;502.57000000;508.22000000
2025-10-08;501.80000000;508.46000000
2025-10-09;501.05000000;506.84000000
2025-10-10;499.97000000;506.35000000
2025-10-11;501.78000000;506.99000000
2025-10-12;501.78000000;506.99000000
2025-10-13;501.78000000;506.99000000
2025-10-14;501.29000000;507.31000000
2025-10-15;501.41000000;505.55000000
2025-10-16;499.31000000;504.90000000
2025-10-17;498.56000000;504.84000000
2025-10-18;499.30000000;504.94000000
2025-10-19;499.30000000;504.94000000
2025-10-20;499.30000000;504.94000000
2025-10-21;499.97000000;505.30000000
2025-10-22;500.63000000;505.94000000
2025-10-23;499.84000000;506.50000000
2025-10-24;500.01000000;504.96000000
2025-10-25;498.96000000;504.06000000
2025-10-26;498.96000000;504.06000000
2025-10-27;498.96000000;504.06000000
2025-10-28;498.50000000;503.85000000
2025-10-29;498.89000000;504.58000000
2025-10-30;499.46000000;505.03000000
2025-10-31;498.19000000;504.44000000
2025-11-01;498.37000000;504.73000000
2025-11-02;498.37000000;504.73000000
2025-11-03;498.37000000;504.73000000
2025-11-04;498.44000000;504.69000000
2025-11-05;501.34000000;505.44000000
2025-11-06;501.81000000;505.87000000
2025-11-07;501.13000000;506.38000000
2025-11-08;500.11000000;505.46000000
2025-11-09;500.11000000;505.46000000
2025-11-10;500.11000000;505.46000000
2025-11-11;499.33000000;504.88000000
2025-11-12;499.46000000;505.39000000
2025-11-13;499.01000000;503.92000000
2025-11-14;497.62000000;502.57000000
2025-11-15;496.11000000;501.38000000
2025-11-16;496.11000000;501.38000000
2025-11-17;496.11000000;501.38000000
2025-11-18;495.68000000;501.83000000
2025-11-19;495.92000000;501.83000000
2025-11-20;496.64000000;502.16000000
2025-11-21;495.84000000;502.34000000
2025-11-22;496.39000000;501.60000000
2025-11-23;496.39000000;501.60000000
2025-11-24;496.39000000;501.60000000
2025-11-25;496.07000000;499.82000000
2025-11-26;492.55000000;498.40000000
2025-11-27;493.11000000;497.90000000
2025-11-28;490.19000000;496.59000000
2025-11-29;488.55000000;496.39000000
2025-11-30;488.55000000;496.39000000
2025-12-01;488.55000000;496.39000000
2025-12-02;488.55000000;496.39000000
2025-12-03;489.96000000;494.36000000
2025-12-04;487.73000000;492.91000000
2025-12-05;486.23000000;490.78000000
2025-12-06;485.15000000;491.54000000
2025-12-07;485.15000000;491.54000000
2025-12-08;485.15000000;491.54000000
2025-12-09;485.23000000;492.57000000
2025-12-10;489.52000000;495.26000000
2025-12-11;495.29000000;501.76000000
2025-12-12;496.49000000;502.14000000
2025-12-13;494.34000000;500.49000000
2025-12-14;494.34000000;500.49000000
2025-12-15;494.34000000;500.49000000
2025-12-16;492.63000000;498.48000000
2025-12-17;491.47000000;498.03000000
2025-12-18;493.35000000;498.51000000
2025-12-19;494.31000000;497.59000000
2025-12-20;492.46000000;498.05000000
2025-12-21;492.46000000;498.05000000
2025-12-22;492.46000000;498.05000000
2025-12-23;490.80000000;498.19000000
2025-12-24;494.02000000;499.78000000
2025-12-25;495.21000000;501.93000000
2025-12-26;495.21000000;501.93000000
2025-12-27;495.13000000;500.27000000
2025-12-28;495.13000000;500.27000000
2025-12-29;495.13000000;500.27000000
2025-12-30;495.43000000;501.08000000
2025-12-31;495.78000000;501.42000000
